sample_id,dry_weight,dry_weight_lci,dry_weight_uci,table_key
OSP700416,8788.793013333334,6892.7374739393945,10658.107384242425,COV_S6564
OSP700415,9852.227712554117,8136.337108225109,11825.161064357864,COV_S6565
OSP700414,6201.629726696833,5022.492703,7552.382093514329,COV_S6566
OSP700403,3142.0809665408806,1866.6433464150948,4374.912699874214,COV_S6567
OSP700394,6331.501861538462,4710.482863076923,7746.561979487179,COV_S6568
OSP700185,12997.540300149478,10990.607540807176,14982.86784573991,COV_S6569
OSP700411,8095.901215932914,6326.8683491823895,10595.22568721174,COV_S6570
OSP700400,14166.235924444443,11750.200057777778,16107.519466666668,COV_S6571
OSP700184,14391.027618181815,12419.585024242426,16561.025921212124,COV_S6572
OSP700398,14889.519788505744,13112.101062068965,16820.804827586206,COV_S6573
OSP700412,11736.80111638418,10110.305527683618,13469.137039548024,COV_S6574
OSP700392,20158.928042105264,17970.811555555556,22518.005983625728,COV_S6575
OSP700402,54541.67048595849,51167.77803174603,59387.095247863246,COV_S6576
OSP700213,87605.14778711487,83013.58261064427,92197.10834733892,COV_S6577
OSP700202,18344.293143534993,16089.27309134045,20311.97779739027,COV_S6578
OSP700212,25333.110897175146,22882.181374011303,27953.344551412432,COV_S6579
OSP700191,35313.81819,31607.733834013612,39577.315453968266,COV_S6580
OSP700196,9685.398646540882,8063.224875471699,11560.102676729564,COV_S6581
OSP700209,6174.896839935588,4764.779178357489,7658.510010950082,COV_S6582
